,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
73,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,6,4,5,3,4,0,7,5,5,6,4,3,4,0,2,0.0,194778344.05993843,0.0,0.0,106860238.4866137,0.0,0.0,113756052.19718486,0.0,6388880.359047745,36276341.58441119,0.0008324194654448695,43939418.43790355,64922482.303728715,0.010767423076304584,1267200000.0,1183.679211065977
74,1,1,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,8,2,0,4,3,6,9,3,7,4,6,6,0,0.0,148109603.73393282,0.0,0.0,99885909.50154212,0.0,0.0,113875045.71371174,0.0,34723483.263464384,37794450.00796572,0.00393274215722152,0.0,89542814.51096618,0.0,916200000.0,978.7865082502934
75,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,10,6,4,3,5,4,5,1,4,9,1,3,4,0,1,0.0,261982022.12752953,0.0,0.0,183367572.6956553,0.0,0.0,85111968.19066577,0.0,1345454.7615028366,38525953.30603957,0.0005827688323593504,72673248.28060833,62015940.60605301,0.04942318325124796,575500000.0,0.0
76,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,2,4,10,7,9,10,9,4,6,9,9,0,3,1,7,6,0.0,265702120.8988421,0.0,0.0,395055324.3361579,0.0,0.0,119144733.07917503,0.0,307207.4223109995,29582406.110525247,1.920568973851544e-05,157135059.42905456,123434666.40105549,0.01527892468731483,1444000000.0,6435.320648677332
77,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,5,6,6,5,3,1,2,8,0,6,0,1,5,7,10,0.0,213664639.9705635,0.0,0.0,166044650.32411388,0.0,0.0,62044515.17135427,0.0,17033729.159573805,20319063.206658736,0.006267157991707014,7326071.948688781,176022301.79978925,0.004973811685537718,1184300000.0,0.0
78,0,0,1,1,0,1,0,0,0,1,0,0,1,0,1,3,9,6,3,1,6,2,4,1,6,8,1,9,8,7,4,0.0,237427471.17766637,0.0,3921046.672268716,160719265.89464295,0.00035488119024077564,0.0,86765512.49201444,0.0,3283880.9502723636,48929808.12194295,0.00016061999519815894,0.0,161536325.83645323,0.0,1153600000.0,320.6833731395007
79,0,0,1,0,0,0,1,1,0,1,1,1,0,0,1,3,5,4,0,7,9,7,9,5,8,8,1,4,6,1,3,0.0,110573595.57493308,0.0,0.0,312678130.89735377,0.0,0.0,139255941.7210458,0.0,1193484.9838509164,37497602.09837195,5.782528839856872e-05,0.0,109302753.31053056,0.0,765700000.0,60.02231193647991
80,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,0,2,4,1,6,5,5,0,0,1,5,9,7,8,7,4,0.0,128426618.71875435,0.0,0.0,224700627.14350742,0.0,14193486.651483864,20299287.62732069,0.019204073940101634,24706466.479249395,55359757.72033641,0.008226911629257087,0.0,161536325.83645323,0.0,1215000000.0,0.0
81,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,3,6,7,5,4,3,6,7,0,9,8,6,7,8,2,4,0.0,227611503.21716845,0.0,0.0,191641198.67984647,0.0,0.0,85598581.28332716,0.0,3751015.7844679654,55404645.058467925,0.0001822351182411696,3153620.640836646,131252778.50274861,0.00026597196374459253,899200000.0,334.3024094486691
82,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,3,1,1,5,7,6,7,10,7,0,0,6,6,2,1,0,0.0,124231115.41096926,0.0,0.0,270346921.93940926,0.0,0.0,92102587.19999316,0.0,58663093.65627737,27984209.217288204,0.0018631977585284393,79368059.6401905,54355764.74753119,0.006373259565731064,985200000.0,7439.613670532644
83,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,5,3,6,5,9,9,7,3,5,3,9,7,0,6,0.0,140249369.74390027,0.0,0.0,268957400.84046453,0.0,0.0,128338778.95773482,0.0,33948807.485560425,44808212.5892183,0.0014602609015734564,0.0,95146224.41557565,0.0,321100000.0,1860.297565790814
84,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,1,4,7,7,0,5,7,7,6,4,10,7,3,8,7,1,0.0,224396506.97301042,0.0,3805890.461067376,146137633.1823734,0.0010066680631899904,0.0,114811858.60797407,0.0,0.0,55307054.86710398,0.0,0.0,147731040.39030218,0.0,946900000.0,74.4427829089431
85,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,5,5,4,3,0,4,10,2,5,7,2,10,4,5,6,0.0,184774060.56351072,0.0,0.0,106860238.4866137,0.0,0.0,118335172.67537811,0.0,6382219.559852689,51120015.854931355,0.0025106188873672505,6040424.624394086,129824143.1807656,0.004027536114222315,490900000.0,0.0
86,0,1,1,0,0,1,1,1,0,1,0,1,1,0,1,3,7,5,6,2,5,4,0,0,0,0,5,7,1,0,3,0.0,227292860.5414936,0.0,0.0,173865304.48421052,0.0,2964974.1890629693,0.0,0.00048133682195569043,64641490.391588405,27939401.706900492,0.002092035350495597,168442403.82798997,56425877.743436806,0.013034142860682189,1203000000.0,12653.104139910578
87,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,0,10,10,4,5,1,5,9,5,4,8,6,6,4,3,5,0.0,321888176.6351795,0.0,0.0,177331516.24113327,0.0,0.0,121838385.9061586,0.0,2172779.347701772,52723272.39901771,0.0008733589576702023,75278385.7521509,114496646.0988091,0.05127794275981326,894700000.0,0.0
88,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,6,7,7,5,6,1,4,2,6,9,4,2,6,6,5,0.0,249537648.9634626,0.0,0.0,192883917.5498058,0.0,0.0,90172032.51215842,0.0,1065823.08771697,42610873.40470976,0.00015662915478759963,24422838.171216726,144433354.3443391,0.006086887510297808,1222600000.0,581.4295784491377
89,0,1,1,0,0,0,0,0,1,1,0,1,0,1,1,2,4,4,1,1,3,0,8,4,9,7,5,7,9,4,5,0.0,145356630.06113905,0.0,0.0,87722647.49511826,0.0,0.0,132606803.75269043,0.0,2882849.03542846,49609514.85941385,0.0001601595644555742,0.0,155042854.42712933,0.0,954500000.0,124.75297646971389
90,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,2,6,4,6,5,5,7,4,6,2,8,4,5,4,0,5,0.0,204216615.22867584,0.0,0.0,232281659.41558912,0.0,0.0,93339195.83627465,0.0,2147453.6750544794,45359638.86012588,0.0001284818191951959,55829483.87865891,75329742.05586098,0.0056734979825509915,1080100000.0,2235.7993777341926
91,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,2,9,3,0,6,10,9,1,0,6,3,5,0,1,4,0.0,189648625.85114223,0.0,3892257.619468381,187800350.68421805,0.002917082482886785,0.0,68076065.3536397,0.0,19538085.218367133,37905187.80764773,0.006920866776915259,907758369.3070533,59554855.274964996,0.5924196949878986,929900000.0,0.0
92,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,10,8,0,1,7,1,6,1,9,9,7,2,7,6,7,0.0,201875622.80000222,0.0,0.0,164105490.41814741,0.0,0.0,107609124.68259513,0.0,1126454.9911647772,49993294.503635794,0.0004753339850230981,9863886.611595124,163546580.1863483,0.0068814984162588015,1166400000.0,0.0
93,0,0,1,1,0,0,1,1,1,0,1,1,0,1,1,3,5,4,4,4,9,7,10,5,0,8,2,4,6,1,4,0.0,175316766.85495794,0.0,0.0,269769685.35294455,0.0,0.0,84513741.32644606,0.0,1053696.707027409,39269027.598442405,5.1243646274485544e-05,8897317.148776315,113130614.77905937,0.0007401953458352692,1149100000.0,469.8551858815057
94,1,0,1,0,0,0,1,1,0,1,1,1,1,0,1,2,2,6,0,4,9,3,3,4,6,6,2,4,5,1,2,0.0,102192937.55533153,0.0,0.0,230344324.68101263,0.0,0.0,93126191.87773517,0.0,4420108.936529992,34241351.122248925,0.00023771302539069185,1110955.86251835,100032176.89964801,0.00011467138205829018,1106400000.0,237.27106086889273
95,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,1,3,10,5,5,0,2,5,6,1,0,1,3,4,1,2,0.0,231021241.13800097,0.0,0.0,110061574.43848997,0.0,0.0,95317412.99166161,0.0,133862231.1123909,15063068.18035096,0.01367616920607699,0.0,94639238.49165699,0.0,1031500000.0,3896.100666808976
96,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,3,1,1,6,5,2,1,3,8,0,7,0,1,5,7,5,0.0,131444749.25204396,0.0,0.0,158447840.84215504,0.0,0.0,65437350.27960723,0.0,10318501.6052532,22258486.725668453,0.0004758898411556899,35930842.79679913,143845340.79937303,0.0029340705780075953,1402100000.0,2250.329580515591
97,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,6,4,2,6,7,5,0,4,4,2,3,4,6,1,0.0,156022371.27999088,0.0,0.0,209379725.79999262,0.0,0.0,60031921.43603267,0.0,52360972.3449818,28423546.01246352,0.006313262565288141,0.0,114479718.26030803,0.0,575500000.0,1437.8519631974136
98,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,5,5,7,0,5,4,3,2,2,9,7,7,4,0,6,0.0,213168125.67203605,0.0,3825083.162934265,122529913.13437451,0.002823140688274203,0.0,74939991.39165352,0.0,2410682.685580527,61855982.213597625,0.001031300938650531,132116390.73235534,79444167.5169792,0.08974281863079771,920600000.0,0.0
99,1,1,0,0,0,1,0,1,1,1,1,0,1,0,0,1,1,0,7,1,7,4,3,6,9,3,7,2,3,1,0,0.0,103162272.08375776,0.0,0.0,183879831.3531444,0.0,0.0,113875045.71371174,0.0,34723483.263464384,34487650.76874334,0.00393274215722152,58003353.329466306,58044072.09764524,0.014193848075357488,946900000.0,2319.33991700455
100,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,3,6,6,7,3,7,6,1,7,6,0,7,0,6,0.0,109448217.91765803,0.0,0.0,229784558.25432444,0.0,0.0,105364271.73040974,0.0,1866859.1216153714,30185557.33409556,0.0006811123342226059,0.0,95146224.41557565,0.0,1759800000.0,0.0
101,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,0,2,4,1,6,5,5,0,0,1,5,9,7,8,7,4,0.0,128426618.71875435,0.0,0.0,224700627.14350742,0.0,14169522.988105996,20299287.62732069,0.01914571189097363,13565292.47429512,55359757.72033641,0.004508172043884059,0.0,161536325.83645323,0.0,1471100000.0,0.0
102,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,3,6,4,7,7,6,6,10,5,9,8,3,5,9,1,3,0.0,214602075.83379018,0.0,0.0,259094268.1014499,0.0,0.0,151735096.47011566,0.0,2147453.6750544794,43187535.22206935,0.00010278545535615668,0.0,129463991.02384225,0.0,831600000.0,109.09748409370962
103,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,2,4,10,1,2,3,7,9,5,8,8,6,8,6,5,6,0.0,208969075.05571476,0.0,0.0,180714160.84930992,0.0,0.0,139255941.7210458,0.0,1041570.3263378479,58361440.75062519,6.284696785804734e-05,0.0,143424669.97232643,0.0,952800000.0,42.29518692745589
104,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,3,5,6,3,1,7,1,3,6,0,9,0,6,4,9,4,0.0,186999629.23812157,0.0,3921046.672268716,164105490.41814741,0.00035488119024077564,0.0,58926842.49039639,0.0,2237556.593735369,35174846.225991,0.00011285699848050644,66701891.59179957,145790898.03774592,0.005441564914469188,935800000.0,3446.4720260230797
105,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,7,3,0,1,7,5,4,0,10,9,7,4,4,0,4,0.0,121644599.3504275,0.0,0.0,191797612.60811666,0.0,0.0,76978742.45300277,0.0,153603.71115549974,54038695.681635804,2.3046827686218526e-05,57951882.43845025,71555540.28476302,0.014180175673751735,1474700000.0,1343.0914808423363
106,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,3,1,7,0,6,1,5,0,7,5,10,7,6,0,7,9,0.0,103162272.08375776,0.0,0.0,187995992.34173003,0.0,7096743.325741932,70656192.99188861,0.001152244436406098,0.0,62624166.80646288,0.0,285148884.3445985,111391319.54155913,0.02229208869724181,1166400000.0,14638.485334149571
107,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1,3,1,6,4,0,5,6,6,3,6,7,6,3,7,4,1,0.0,156022371.27999088,0.0,3834679.513867712,137537273.74406102,0.0003403873133576917,0.0,103487455.29398324,0.0,904953.1308480494,43269289.48254271,3.939369648092385e-05,0.0,122653711.08936381,0.0,1767400000.0,203.75824358695078
108,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,3,4,9,5,3,6,3,2,6,6,10,4,1,5,7,4,0.0,228913367.29844987,0.0,0.0,185628313.09170392,0.0,0.0,96831107.04896954,0.0,0.0,44068493.56527531,0.0,41854853.89927097,138907199.97521326,0.0034519775238122316,1135700000.0,1976.1490179547757
109,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,3,7,6,1,0,6,5,7,7,1,9,6,1,7,2,10,0.0,195559644.92531753,0.0,3921046.672268716,138724961.8150669,0.00035488119024077564,0.0,110009109.98310609,0.0,0.0,45637852.57723374,0.0,1555164.0978945522,157803368.25073397,0.00013106932670565639,1153600000.0,228.93616010991752
110,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,3,1,7,0,1,1,6,0,6,9,6,4,7,3,7,7,0.0,103162272.08375776,0.0,0.0,148432968.6674199,0.0,7180616.147564474,81078228.60264628,0.001176756497039859,4415758.261315632,44404044.1980267,0.00018478611742116778,34126271.756084345,141073708.86943716,0.002715797288346642,1692500000.0,2153.8349567638497
111,0,1,1,1,0,1,0,0,1,0,0,1,1,0,1,3,1,1,6,2,3,2,0,9,1,7,2,2,5,6,5,0.0,131444749.25204396,0.0,0.0,144638102.10542652,0.0,14919549.721764078,68076065.3536397,0.0024351244326866134,5066363.862333754,33458974.456726406,0.00023199155800566413,35930842.79679913,137394735.52303296,0.0029340705780075953,1268900000.0,2468.5861071696613
112,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,2,0,3,1,0,9,3,7,1,5,3,6,7,2,6,2,0.0,78453877.84187987,0.0,3853872.215734602,154728075.86138678,0.0004295102186090824,0.0,97583078.29857512,0.0,30852404.388788827,41672202.31552473,0.001397401799423164,0.0,106734474.56096488,0.0,1305500000.0,1588.5811246263056
113,0,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0,3,1,4,5,1,5,1,0,0,7,9,7,1,4,5,0.0,133184765.95309454,0.0,0.0,177331516.24113327,0.0,0.0,20299287.62732069,0.0,4072861.1287757135,61631275.849121645,0.0015461948593136071,225654492.10979617,102941037.8833114,0.15011156670055428,1245700000.0,0.0
114,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,0,5,5,6,6,5,5,5,5,5,10,6,6,7,0,4,0.0,202782665.06692177,0.0,0.0,224700627.14350742,0.0,0.0,103163796.38124534,0.0,0.0,59543734.4794203,0.0,20614250.222753838,86420965.59927613,0.014417102770037472,1337900000.0,0.0
115,0,1,0,1,0,1,1,1,1,1,0,0,0,0,1,2,7,0,0,0,4,7,3,6,9,4,4,5,3,0,3,0.0,68139002.95605196,0.0,531041.4113355047,137220471.0599543,5.861819764811617e-05,0.0,113875045.71371174,0.0,42830104.08892131,35267355.398949906,0.002142776953666554,116297011.58245942,63921995.57957761,0.011799617941081794,989600000.0,6465.900988011166
116,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,1,4,1,3,7,4,10,4,1,1,10,4,2,4,1,2,0.0,135274189.70659953,0.0,0.0,284851417.5039636,0.0,0.0,73635495.64465328,0.0,0.0,45687182.89501557,0.0,119307109.10222927,94639238.49165699,0.029393444882204585,1135700000.0,2742.4309652224433
117,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,5,6,3,7,7,1,0,7,0,6,0,1,3,9,7,0.0,186999629.23812157,0.0,0.0,227287810.2552685,0.0,38260794.7673685,34221561.73832255,0.007829476467295603,38693736.15524322,20319063.206658736,0.0020404778322966207,15912669.403608816,155238841.6364382,0.0015833146593147065,595100000.0,3366.6856860767675
118,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,3,1,0,5,4,6,6,4,1,2,5,7,3,4,6,7,0.0,88511693.9986257,0.0,0.0,221323773.52859193,0.0,0.0,75845848.86577527,0.0,24256828.99559727,40590823.932810694,0.000964581597139175,0.0,141285875.66420355,0.0,916200000.0,1383.9998697278932
119,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,7,1,6,6,2,5,4,0,0,7,0,6,4,7,5,0.0,188945475.6704826,0.0,0.0,196159167.786688,0.0,0.0,26403379.542306438,0.0,5765698.07085692,30185557.33409556,0.0021354608594076558,25793369.470363036,137004737.0557815,0.01734657531370085,1523300000.0,0.0
120,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,2,1,3,0,2,7,1,3,8,10,9,7,3,4,0,4,0.0,76431543.68310125,0.0,0.0,172979540.6196893,0.0,0.0,129423366.2307505,0.0,1126454.9911647772,51912887.59280476,7.130009775346472e-05,144154146.79475787,71555540.28476302,0.014734252939239774,1353500000.0,5566.522499579915
121,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,3,9,0,5,6,5,9,6,9,10,4,3,5,1,3,0.0,136598613.0637709,0.0,0.0,223512939.07250154,0.0,0.0,150316193.79037088,0.0,0.0,47482018.13757801,0.0,68062933.08958535,103424912.41094339,0.04693651177357383,1081800000.0,0.0
122,0,1,1,1,1,1,1,0,0,0,1,0,0,1,0,3,2,2,6,0,3,5,4,2,6,9,6,6,4,3,6,0.0,146551506.34123784,0.0,3873064.917601491,113553565.23269883,0.00034682903641683997,0.0,90172032.51215842,0.0,1083313.3134283328,56009579.72951139,5.36031115228095e-05,75896900.49821997,119047428.63319229,0.00620811924486761,1230600000.0,3820.167554048873
123,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1,3,6,7,0,6,0,5,0,7,5,10,7,6,7,5,9,0.0,144075745.84278923,0.0,0.0,138724961.8150669,0.0,14944573.507082822,70656192.99188861,0.0024424377021067963,0.0,62624166.80646288,0.0,1205719.1985819584,170086186.74956608,0.00010012788318182982,1097400000.0,548.3348862076977
124,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,3,5,2,6,2,4,4,7,7,7,7,3,1,7,2,1,0.0,174860273.37080485,0.0,0.0,165162577.62774324,0.0,0.0,132293579.72246529,0.0,2921373.522789297,33801522.61574014,0.00013080822407630541,2760883.2964765104,112962349.39735946,0.0002311972098874862,1337900000.0,284.93304787530576
125,1,1,0,0,1,0,0,0,1,1,1,0,1,0,1,2,1,10,7,1,1,3,4,6,5,7,0,4,6,5,1,0.0,229659873.41972476,0.0,0.0,128965327.37089843,0.0,0.0,102617623.69263883,0.0,5765698.07085692,26527642.362493023,0.0003203191289111484,0.0,121375143.46488896,0.0,1172300000.0,249.50595293942777
126,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,3,1,5,6,2,5,5,1,7,1,6,5,8,6,3,3,0.0,162790738.81847763,0.0,0.0,181521468.0782459,0.0,0.0,82249684.10252997,0.0,6388880.359047745,49439644.328416,0.0002774731551482898,0.0,118473193.28313744,0.0,862300000.0,348.4930555003009
127,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,2,7,2,5,2,2,0,7,0,0,3,6,6,4,7,1,0.0,188303187.5061465,0.0,0.0,88613111.95505467,0.0,0.0,34221561.73832255,0.0,36651323.25633109,39405493.65563989,0.0017601466730367227,0.0,120160624.37107357,0.0,1517400000.0,1701.9264012144422
128,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,4,5,4,7,9,7,3,2,0,3,5,8,5,0,4,0.0,174327584.92188603,0.0,0.0,312678130.89735377,0.0,0.0,48716867.66610375,0.0,37697647.61286809,41772883.41586425,0.012132336126225256,41236148.54635811,76159688.97366215,0.02825468787310709,881900000.0,0.0
129,0,1,1,0,0,0,0,1,1,0,1,1,0,0,1,0,6,1,4,6,0,5,9,5,9,8,4,6,10,1,2,0.0,161250294.9980649,0.0,0.0,138724961.8150669,0.0,0.0,144576471.75767946,0.0,2147453.6750544794,47631017.579257786,0.000856545461301306,0.0,133122169.46496555,0.0,729100000.0,0.0
130,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,3,5,2,9,0,8,0,4,7,7,4,5,7,2,1,5,0.0,205916260.14194593,0.0,3805890.461067376,81277411.11097889,0.0003355560210633302,0.0,115071648.08041006,0.0,25371157.606072485,41653687.49951889,0.001020655603353899,45011710.96290305,94922200.42865884,0.0036370902185060526,729100000.0,3759.9488577579823
131,1,1,0,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,0,4,6,1,6,5,7,0,4,3,4,1,0.0,66507014.9338145,0.0,3834679.513867712,128904282.88717857,0.001021161940073075,0.0,89205640.38375047,0.0,3718364.8546365574,26527642.362493023,0.00048673140686516505,22520453.39140228,98944592.5665866,0.0053810689632878776,1293500000.0,707.0643129142939
132,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,3,1,7,7,1,8,2,6,6,6,10,7,9,0,6,3,0.0,192314896.29996094,0.0,0.0,180237551.01641172,0.0,0.0,116802420.6988585,0.0,0.0,72463326.95966698,0.0,301493076.9233178,77404471.7832109,0.023646712776307387,1197100000.0,15171.86498546446
133,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,7,6,1,5,0,5,0,6,6,1,5,4,7,0,1,0.0,195559644.92531753,0.0,0.0,129688488.72986558,0.0,7168634.3158755405,69810785.89520885,0.003519764322276537,38274460.10975055,29628501.698469043,0.0037439958965565573,0.0,75869639.77914998,0.0,1948600000.0,1242.8624281513448
134,0,0,1,0,1,0,1,1,1,0,0,0,1,1,1,0,7,5,9,1,7,1,7,7,7,10,3,7,4,3,2,0.0,264030124.27287048,0.0,0.0,164105490.41814741,0.0,0.0,132293579.72246529,0.0,165427.08665251874,54286943.309092626,7.186840315277857e-05,155556779.63904482,102985640.16168347,0.10706987756313523,1162800000.0,0.0
135,1,1,0,0,1,1,0,1,1,1,0,0,1,0,0,1,5,9,0,2,0,1,6,1,9,10,3,2,7,6,3,0.0,154834840.1492298,0.0,0.0,83721931.52190953,0.0,0.0,107609124.68259513,0.0,1187086.8946125847,43561723.199717194,0.00018561131442903096,10077048.190173816,142122692.52020282,0.0025339623219716393,1043500000.0,254.64978330076343
136,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,2,5,6,4,2,6,7,4,0,3,8,2,2,4,0,6,0.0,195040666.04236764,0.0,0.0,209379725.79999262,0.0,0.0,54082305.45306664,0.0,1041570.3263378479,35962228.35922003,6.284696785804734e-05,25559949.786557227,79444167.5169792,0.002581035563038937,1201300000.0,1031.8491366669937
137,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,5,1,0,0,6,1,6,5,6,1,7,2,9,6,2,0.0,92648501.6727509,0.0,3825083.162934265,112832601.01821715,0.0010163306477787128,0.0,112068510.66038358,0.0,69810322.92222749,30663030.56823361,0.007343589016334722,0.0,153259457.6911442,0.0,741100000.0,2082.2732487362373
138,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1,0,6,5,6,5,2,5,5,5,5,8,6,4,7,0,4,0.0,214612442.18008447,0.0,0.0,185224965.76200286,0.0,0.0,103163796.38124534,0.0,1053696.707027409,48095418.19786902,0.0004270303856207129,8897317.148776315,86420965.59927613,0.006168294548627244,900600000.0,0.0
139,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,9,0,5,8,1,9,6,8,10,4,0,4,0,0,0.0,120872818.04831296,0.0,0.0,214749881.67312044,0.0,0.0,144813856.68992093,0.0,0.0,33951203.666638665,0.0,201435390.27474412,33377116.55719709,0.13702028176800954,966500000.0,0.0
140,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,2,0,6,4,6,4,9,3,1,0,1,2,6,7,1,2,0.0,119252509.8856793,0.0,0.0,257251097.76517347,0.0,0.0,46650169.32145682,0.0,80146382.71685846,27824743.928069547,0.0034200252927374547,0.0,111952814.85055783,0.0,1609600000.0,3869.818593978101
141,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,1,5,9,1,2,0,3,6,1,9,5,2,0,0,6,2,0.0,207167420.8939544,0.0,0.0,93986630.59767582,0.0,0.0,107609124.68259513,0.0,16292805.325090315,19742157.81013341,0.002041412747495953,139492198.05427286,74011736.27191554,0.03201917694597358,1172300000.0,3948.9693333894647
142,1,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,2,7,7,7,1,6,1,6,5,7,0,5,1,7,1,0.0,202329550.25652122,0.0,0.0,208114696.50811112,0.0,1000007.1680694814,89205640.38375047,0.0013654985979728456,3733718.243230743,28265438.623856276,0.0013622246684452117,56074025.95373504,103499384.37376389,0.0364781730407989,1426700000.0,0.0
143,1,1,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,2,2,0,5,5,0,6,1,5,0,4,0,5,7,0.0,112429465.54032746,0.0,3834679.513867712,129688488.72986558,0.001021161940073075,7121129.869292535,56232105.137590505,0.0034781144105513915,10645477.849832565,22537573.22754236,0.0012931363567808172,75190228.94106233,88954800.96600011,0.01718284751927322,1378100000.0,2384.9725136292027
144,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,9,7,6,6,6,6,6,1,7,7,0,6,4,0,5,0.0,281404972.6006762,0.0,0.0,245685456.69229835,0.0,0.0,99527916.95663401,0.0,3733718.243230743,30185557.33409556,0.0004904008806402763,23231185.499271665,75329742.05586098,0.005577474187749027,1559900000.0,645.170722506912
145,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,3,2,5,5,6,5,0,1,7,4,7,3,6,6,2,0,0.0,163263255.48539597,0.0,0.0,138724961.8150669,0.0,1000007.1680694812,90236237.89799544,0.00016385983175674142,5176826.67791312,42569301.93622105,0.00023452894745717808,58027033.55834352,74011736.27191554,0.004836322341992717,1519100000.0,3022.8393063730414
146,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,3,5,1,7,5,6,6,9,9,10,10,0,5,6,1,7,0.0,176006934.67244527,0.0,0.0,233114817.4586118,0.0,0.0,176509916.16014427,0.0,0.0,35873302.62049332,0.0,17794634.29755263,126815106.79993652,0.0014803906916705384,1274800000.0,834.059424275399
147,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,2,6,3,7,1,6,1,3,9,10,9,8,4,4,7,4,0.0,204654034.25669515,0.0,0.0,154933309.49099135,0.0,0.0,135286366.22150657,0.0,153603.71115549974,57105372.76056796,9.60284486925772e-06,28950205.773717094,132229761.24088266,0.0029513548483637467,1203000000.0,1116.9776562410682
148,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,2,0,0,1,4,9,5,6,6,3,6,1,7,5,1,2,0.0,32694901.094161935,0.0,0.0,248247732.72034854,0.0,0.0,106025710.87762618,0.0,5385587.785037909,38362359.90018903,0.00028883422804522053,5846027.061294277,100032176.89964801,0.0005958152592144426,1623000000.0,462.61731742531174
